,doy,month,dcewOBSmin,dcewOBSmax,dcewOBSmean,dcewMODincmin,dcewMODincmax,dcewMODincmean,dcewMODdecmin,dcewMODdecmax,dcewMODdecmean
85,2006-03-27,03,,,,,,,,,
86,2006-03-28,03,,,,,,,,,
87,2006-03-29,03,,,,,,,,,
88,2006-03-30,03,,,,,,,,,
89,2006-03-31,03,,,,,,,,,
90,2006-04-01,04,,,,,,,,,
91,2006-04-02,04,,,,,,,,,
92,2006-04-03,04,,,,,,,,,
93,2006-04-04,04,,,,,,,,,
94,2006-04-05,04,,,,,,,,,
95,2006-04-06,04,,,,,,,,,
96,2006-04-07,04,,,,,,,,,
97,2006-04-08,04,,,,,,,,,
98,2006-04-09,04,,,,,,,,,
99,2006-04-10,04,,,,,,,,,
100,2006-04-11,04,,,,,,,,,
101,2006-04-12,04,,,,,,,,,
102,2006-04-13,04,,,,,,,,,
103,2006-04-14,04,,,,,,,,,
104,2006-04-15,04,,,,,,,,,
105,2006-04-16,04,,,,,,,,,
106,2006-04-17,04,,,,,,,,,
107,2006-04-18,04,,,,,,,,,
108,2006-04-19,04,,,,,,,,,
109,2006-04-20,04,,,,,,,,,
110,2006-04-21,04,,,,,,,,,
111,2006-04-22,04,,,,,,,,,
112,2006-04-23,04,,,,,,,,,
113,2006-04-24,04,,,,,,,,,
114,2006-04-25,04,,,,,,,,,
115,2006-04-26,04,,,,,,,,,
116,2006-04-27,04,,,,,,,,,
117,2006-04-28,04,,,,,,,,,
118,2006-04-29,04,,,,,,,,,
119,2006-04-30,04,,,,,,,,,
120,2006-05-01,05,,,,,,,,,
121,2006-05-02,05,,,,,,,,,
122,2006-05-03,05,,,,,,,,,
123,2006-05-04,05,,,,,,,,,
124,2006-05-05,05,,,,,,,,,
125,2006-05-06,05,14.20,15.50,14.61,16.39,18.06,16.99,12.01,12.94,12.24
126,2006-05-07,05,1.70,14.40,6.12,3.89,16.96,8.49,-0.49,11.84,3.74
127,2006-05-08,05,-0.90,6.90,3.08,1.29,9.46,5.46,-3.09,4.34,0.70
128,2006-05-09,05,-4.50,3.30,-0.80,-2.31,5.86,1.57,-6.69,0.74,-3.18
129,2006-05-10,05,-3.40,6.80,1.48,-1.21,9.36,3.86,-5.59,4.24,-0.90
130,2006-05-11,05,1.70,10.90,6.65,3.89,13.46,9.02,-0.49,8.34,4.27
131,2006-05-12,05,5.10,11.70,7.95,7.29,14.26,10.33,2.91,9.14,5.58
132,2006-05-13,05,-1.30,5.60,3.38,0.89,8.16,5.76,-3.49,3.04,1.01
133,2006-05-14,05,-1.40,7.10,3.32,0.79,9.66,5.70,-3.59,4.54,0.95
134,2006-05-15,05,-0.40,6.10,2.17,1.79,8.66,4.55,-2.59,3.54,-0.21
135,2006-05-16,05,1.50,11.60,6.69,3.69,14.16,9.06,-0.69,9.04,4.31
136,2006-05-17,05,7.40,17.40,11.93,9.59,19.96,14.31,5.21,14.84,9.56
137,2006-05-18,05,9.50,18.20,14.00,11.69,20.76,16.38,7.31,15.64,11.62
138,2006-05-19,05,8.40,17.10,13.10,10.59,19.66,15.48,6.21,14.54,10.72
139,2006-05-20,05,10.40,21.90,15.61,12.59,24.46,17.99,8.21,19.34,13.24
140,2006-05-21,05,10.70,17.70,13.85,12.89,20.26,16.22,8.51,15.14,11.47
141,2006-05-22,05,9.00,19.30,14.70,11.19,21.86,17.08,6.81,16.74,12.33
142,2006-05-23,05,16.10,23.50,19.85,18.29,26.06,22.22,13.91,20.94,17.47
143,2006-05-24,05,17.10,25.90,22.32,19.29,28.46,24.70,14.91,23.34,19.94
144,2006-05-25,05,16.40,24.10,20.75,18.59,26.66,23.13,14.21,21.54,18.37
145,2006-05-26,05,12.40,20.40,16.17,14.59,22.96,18.55,10.21,17.84,13.79
146,2006-05-27,05,14.50,25.00,19.69,16.69,27.56,22.06,12.31,22.44,17.31
147,2006-05-28,05,12.70,24.50,19.55,14.89,27.06,21.93,10.51,21.94,17.17
148,2006-05-29,05,9.40,17.60,13.42,11.59,20.16,15.80,7.21,15.04,11.05
149,2006-05-30,05,5.90,11.70,9.24,8.09,14.26,11.61,3.71,9.14,6.86
150,2006-05-31,05,6.70,16.80,12.15,8.89,19.36,14.53,4.51,14.24,9.77
151,2006-06-01,06,8.20,15.70,11.64,11.24,19.64,15.13,5.16,11.76,8.15
152,2006-06-02,06,5.60,8.40,6.78,8.64,12.34,10.26,2.56,4.46,3.29
153,2006-06-03,06,4.50,8.50,6.40,7.54,12.44,9.88,1.46,4.56,2.91
154,2006-06-04,06,5.50,14.00,9.35,8.54,17.94,12.84,2.46,10.06,5.86
155,2006-06-05,06,9.00,14.60,11.65,12.04,18.54,15.14,5.96,10.66,8.17
156,2006-06-06,06,5.80,11.60,8.97,8.84,15.54,12.46,2.76,7.66,5.49
157,2006-06-07,06,5.90,13.90,9.20,8.94,17.84,12.68,2.86,9.96,5.71
158,2006-06-08,06,2.70,9.50,6.40,5.74,13.44,9.89,-0.34,5.56,2.91
159,2006-06-09,06,3.70,14.00,9.45,6.74,17.94,12.94,0.66,10.06,5.97
160,2006-06-10,06,9.10,18.10,13.85,12.14,22.04,17.34,6.06,14.16,10.37
161,2006-06-11,06,12.10,20.60,16.57,15.14,24.54,20.06,9.06,16.66,13.09
162,2006-06-12,06,16.30,24.60,20.75,19.34,28.54,24.24,13.26,20.66,17.26
163,2006-06-13,06,19.40,24.00,21.25,22.44,27.94,24.74,16.36,20.06,17.77
164,2006-06-14,06,18.60,27.90,23.16,21.64,31.84,26.65,15.56,23.96,19.67
165,2006-06-15,06,18.80,29.30,23.66,21.84,33.24,27.15,15.76,25.36,20.17
166,2006-06-16,06,17.00,24.10,20.95,20.04,28.04,24.43,13.96,20.16,17.46
167,2006-06-17,06,14.70,25.00,20.38,17.74,28.94,23.86,11.66,21.06,16.89
168,2006-06-18,06,19.50,26.30,22.55,22.54,30.24,26.03,16.46,22.36,19.06
169,2006-06-19,06,16.10,23.80,19.93,19.14,27.74,23.42,13.06,19.86,16.45
170,2006-06-20,06,17.00,27.00,22.28,20.04,30.94,25.77,13.96,23.06,18.80
171,2006-06-21,06,12.50,21.30,15.64,15.54,25.24,19.13,9.46,17.36,12.15
172,2006-06-22,06,9.80,18.00,14.31,12.84,21.94,17.80,6.76,14.06,10.82
173,2006-06-23,06,10.50,21.10,16.87,13.54,25.04,20.35,7.46,17.16,13.38
174,2006-06-24,06,15.50,25.00,20.42,18.54,28.94,23.90,12.46,21.06,16.93
175,2006-06-25,06,6.10,14.70,10.70,9.14,18.64,14.18,3.06,10.76,7.21
176,2006-06-26,06,8.70,19.00,13.96,11.74,22.94,17.45,5.66,15.06,10.47
177,2006-06-27,06,7.40,16.40,12.77,10.44,20.34,16.25,4.36,12.46,9.28
178,2006-06-28,06,12.10,20.50,16.56,15.14,24.44,20.05,9.06,16.56,13.07
179,2006-06-29,06,13.30,21.10,17.43,16.34,25.04,20.92,10.26,17.16,13.94
180,2006-06-30,06,14.40,21.20,17.56,17.44,25.14,21.05,11.36,17.26,14.07
181,2006-07-01,07,14.20,20.10,17.25,17.84,24.06,21.06,10.56,16.14,13.45
182,2006-07-02,07,10.50,17.40,13.81,14.14,21.36,17.61,6.86,13.44,10.01
183,2006-07-03,07,7.90,17.80,12.56,11.54,21.76,16.36,4.26,13.84,8.76
184,2006-07-04,07,7.00,15.20,11.38,10.64,19.16,15.18,3.36,11.24,7.58
185,2006-07-05,07,9.00,22.50,16.28,12.64,26.46,20.08,5.36,18.54,12.48
186,2006-07-06,07,18.80,31.80,25.00,22.44,35.76,28.80,15.16,27.84,21.19
187,2006-07-07,07,13.40,26.80,20.49,17.04,30.76,24.29,9.76,22.84,16.69
188,2006-07-08,07,10.70,21.80,16.50,14.34,25.76,20.30,7.06,17.84,12.70
189,2006-07-09,07,16.50,26.10,21.29,20.14,30.06,25.09,12.86,22.14,17.49
190,2006-07-10,07,21.00,29.60,25.09,24.64,33.56,28.89,17.36,25.64,21.29
191,2006-07-11,07,23.90,31.10,26.94,27.54,35.06,30.74,20.26,27.14,23.14
192,2006-07-12,07,22.90,30.50,26.68,26.54,34.46,30.48,19.26,26.54,22.88
193,2006-07-13,07,22.30,31.60,27.32,25.94,35.56,31.12,18.66,27.64,23.52
194,2006-07-14,07,16.30,24.70,22.03,19.94,28.66,25.83,12.66,20.74,18.23
195,2006-07-15,07,10.40,20.40,16.07,14.04,24.36,19.88,6.76,16.44,12.27
196,2006-07-16,07,17.10,24.80,21.23,20.74,28.76,25.03,13.46,20.84,17.43
197,2006-07-17,07,16.40,26.00,21.10,20.04,29.96,24.90,12.76,22.04,17.30
198,2006-07-18,07,11.50,24.20,18.21,15.14,28.16,22.01,7.86,20.24,14.41
199,2006-07-19,07,20.30,28.00,23.70,23.94,31.96,27.51,16.66,24.04,19.90
200,2006-07-20,07,15.60,27.50,22.09,19.24,31.46,25.89,11.96,23.54,18.29
201,2006-07-21,07,15.50,26.00,20.93,19.14,29.96,24.73,11.86,22.04,17.13
202,2006-07-22,07,19.60,28.80,24.09,23.24,32.76,27.89,15.96,24.84,20.29
203,2006-07-23,07,21.50,31.10,25.97,25.14,35.06,29.77,17.86,27.14,22.17
204,2006-07-24,07,15.30,24.60,19.30,18.94,28.56,23.10,11.66,20.64,15.49
205,2006-07-25,07,14.20,24.50,19.76,17.84,28.46,23.56,10.56,20.54,15.96
206,2006-07-26,07,17.90,29.90,24.38,21.54,33.86,28.18,14.26,25.94,20.57
207,2006-07-27,07,24.80,33.60,28.55,28.44,37.56,32.35,21.16,29.64,24.74
208,2006-07-28,07,25.70,32.70,28.93,29.34,36.66,32.73,22.06,28.74,25.12
209,2006-07-29,07,23.70,30.30,26.60,27.34,34.26,30.40,20.06,26.34,22.79
210,2006-07-30,07,19.10,26.90,23.42,22.74,30.86,27.22,15.46,22.94,19.62
211,2006-07-31,07,19.20,27.80,23.66,22.84,31.76,27.46,15.56,23.84,19.86
212,2006-08-01,08,21.90,29.00,25.00,25.47,32.87,28.72,18.33,25.13,21.28
213,2006-08-02,08,20.60,32.10,26.30,24.17,35.97,30.02,17.03,28.23,22.57
214,2006-08-03,08,20.00,27.10,23.49,23.57,30.97,27.22,16.43,23.23,19.77
215,2006-08-04,08,17.80,29.30,22.94,21.37,33.17,26.66,14.23,25.43,19.21
216,2006-08-05,08,17.60,29.30,23.01,21.17,33.17,26.74,14.03,25.43,19.29
217,2006-08-06,08,18.50,29.70,22.63,22.07,33.57,26.35,14.93,25.83,18.91
218,2006-08-07,08,14.30,20.90,17.42,17.87,24.77,21.14,10.73,17.03,13.70
219,2006-08-08,08,15.30,26.60,21.15,18.87,30.47,24.88,11.73,22.73,17.43
220,2006-08-09,08,21.10,30.10,24.91,24.67,33.97,28.63,17.53,26.23,21.18
221,2006-08-10,08,18.50,26.80,22.87,22.07,30.67,26.59,14.93,22.93,19.14
222,2006-08-11,08,9.80,18.20,14.69,13.37,22.07,18.42,6.23,14.33,10.97
223,2006-08-12,08,13.80,22.80,18.20,17.37,26.67,21.92,10.23,18.93,14.47
224,2006-08-13,08,14.00,22.60,18.36,17.57,26.47,22.09,10.43,18.73,14.64
225,2006-08-14,08,12.60,18.30,15.09,16.17,22.17,18.81,9.03,14.43,11.36
226,2006-08-15,08,9.30,19.40,14.51,12.87,23.27,18.24,5.73,15.53,10.79
227,2006-08-16,08,14.60,25.80,20.23,18.17,29.67,23.95,11.03,21.93,16.51
228,2006-08-17,08,20.20,30.30,25.29,23.77,34.17,29.02,16.63,26.43,21.57
229,2006-08-18,08,19.90,31.20,25.94,23.47,35.07,29.67,16.33,27.33,22.22
230,2006-08-19,08,19.30,28.90,23.75,22.87,32.77,27.48,15.73,25.03,20.03
231,2006-08-20,08,22.10,31.20,26.64,25.67,35.07,30.36,18.53,27.33,22.91
232,2006-08-21,08,18.60,27.10,23.25,22.17,30.97,26.97,15.03,23.23,19.53
233,2006-08-22,08,19.70,28.10,23.62,23.27,31.97,27.35,16.13,24.23,19.90
234,2006-08-23,08,19.90,28.00,24.34,23.47,31.87,28.07,16.33,24.13,20.62
235,2006-08-24,08,17.90,29.30,24.12,21.47,33.17,27.84,14.33,25.43,20.40
236,2006-08-25,08,20.20,28.50,24.48,23.77,32.37,28.21,16.63,24.63,20.76
237,2006-08-26,08,22.20,30.70,26.22,25.77,34.57,29.94,18.63,26.83,22.49
238,2006-08-27,08,22.70,30.40,25.46,26.27,34.27,29.19,19.13,26.53,21.74
239,2006-08-28,08,19.50,26.70,21.73,23.07,30.57,25.46,15.93,22.83,18.01
240,2006-08-29,08,19.20,30.00,24.40,22.77,33.87,28.12,15.63,26.13,20.68
241,2006-08-30,08,4.00,26.00,18.91,7.57,29.87,22.63,0.43,22.13,15.18
242,2006-08-31,08,2.00,13.70,7.55,5.57,17.57,11.27,-1.57,9.83,3.82
243,2006-09-01,09,8.50,17.10,11.88,12.19,20.62,15.48,4.81,13.58,8.27
244,2006-09-02,09,9.70,18.10,13.12,13.39,21.62,16.72,6.01,14.58,9.51
245,2006-09-03,09,6.70,15.20,11.68,10.39,18.72,15.29,3.01,11.68,8.08
246,2006-09-04,09,10.50,19.40,15.20,14.19,22.92,18.81,6.81,15.88,11.59
247,2006-09-05,09,14.50,25.70,19.90,18.19,29.22,23.50,10.81,22.18,16.29
248,2006-09-06,09,11.10,21.10,15.97,14.79,24.62,19.58,7.41,17.58,12.36
249,2006-09-07,09,7.30,17.80,12.63,10.99,21.32,16.24,3.61,14.28,9.02
250,2006-09-08,09,12.20,23.00,17.46,15.89,26.52,21.07,8.51,19.48,13.86
251,2006-09-09,09,18.00,25.20,21.14,21.69,28.72,24.74,14.31,21.68,17.53
252,2006-09-10,09,14.90,23.10,18.91,18.59,26.62,22.52,11.21,19.58,15.31
253,2006-09-11,09,12.80,20.50,16.41,16.49,24.02,20.02,9.11,16.98,12.81
254,2006-09-12,09,9.80,20.80,16.45,13.49,24.32,20.06,6.11,17.28,12.85
255,2006-09-13,09,14.70,23.00,18.93,18.39,26.52,22.53,11.01,19.48,15.32
256,2006-09-14,09,15.50,25.00,20.40,19.19,28.52,24.01,11.81,21.48,16.79
257,2006-09-15,09,17.20,25.20,20.85,20.89,28.72,24.45,13.51,21.68,17.24
258,2006-09-16,09,18.90,27.50,22.78,22.59,31.02,26.39,15.21,23.98,19.18
259,2006-09-17,09,18.70,25.50,21.88,22.39,29.02,25.49,15.01,21.98,18.27
260,2006-09-18,09,19.00,25.30,21.51,22.69,28.82,25.12,15.31,21.78,17.91
261,2006-09-19,09,14.00,22.10,18.17,17.69,25.62,21.78,10.31,18.58,14.56
262,2006-09-20,09,15.20,23.40,19.01,18.89,26.92,22.61,11.51,19.88,15.40
263,2006-09-21,09,18.90,27.20,22.10,22.59,30.72,25.70,15.21,23.68,18.49
264,2006-09-22,09,20.10,27.30,22.73,23.79,30.82,26.33,16.41,23.78,19.12
265,2006-09-23,09,19.70,25.40,21.90,23.39,28.92,25.50,16.01,21.88,18.29
266,2006-09-24,09,13.00,18.90,15.68,16.69,22.42,19.29,9.31,15.38,12.08
267,2006-09-25,09,5.70,15.00,12.15,9.39,18.52,15.75,2.01,11.48,8.54
268,2006-09-26,09,0.60,8.60,4.50,4.29,12.12,8.11,-3.09,5.08,0.90
269,2006-09-27,09,0.60,7.80,4.27,4.29,11.32,7.88,-3.09,4.28,0.67
270,2006-09-28,09,1.60,12.40,6.45,5.29,15.92,10.06,-2.09,8.88,2.85
271,2006-09-29,09,8.00,17.80,12.81,11.69,21.32,16.42,4.31,14.28,9.21
272,2006-09-30,09,12.80,22.10,17.42,16.49,25.62,21.03,9.11,18.58,13.81
273,2006-10-01,10,5.60,14.20,10.45,8.54,17.81,13.72,2.66,10.59,7.18
274,2006-10-02,10,8.50,15.30,11.50,11.44,18.91,14.77,5.56,11.69,8.23
275,2006-10-03,10,9.00,17.50,13.00,11.94,21.11,16.28,6.06,13.89,9.73
276,2006-10-04,10,13.80,21.90,17.58,16.74,25.51,20.86,10.86,18.29,14.31
277,2006-10-05,10,14.60,22.40,18.24,17.54,26.01,21.52,11.66,18.79,14.97
278,2006-10-06,10,6.50,15.20,9.29,9.44,18.81,12.56,3.56,11.59,6.01
279,2006-10-07,10,4.50,12.90,9.06,7.44,16.51,12.33,1.56,9.29,5.78
280,2006-10-08,10,10.70,21.10,15.92,13.64,24.71,19.20,7.76,17.49,12.65
281,2006-10-09,10,10.20,16.10,13.08,13.14,19.71,16.35,7.26,12.49,9.80
282,2006-10-10,10,9.90,18.60,14.73,12.84,22.21,18.00,6.96,14.99,11.45
283,2006-10-11,10,14.90,22.40,18.25,17.84,26.01,21.53,11.96,18.79,14.98
284,2006-10-12,10,12.70,19.10,15.95,15.64,22.71,19.23,9.76,15.49,12.68
285,2006-10-13,10,12.90,22.00,17.64,15.84,25.61,20.92,9.96,18.39,14.37
286,2006-10-14,10,4.90,16.20,11.95,7.84,19.81,15.23,1.96,12.59,8.68
287,2006-10-15,10,-1.20,5.80,2.23,1.74,9.41,5.51,-4.14,2.19,-1.04
288,2006-10-16,10,-1.30,7.20,2.61,1.64,10.81,5.88,-4.24,3.59,-0.67
289,2006-10-17,10,1.80,11.20,6.60,4.74,14.81,9.87,-1.14,7.59,3.33
290,2006-10-18,10,7.70,13.70,10.20,10.64,17.31,13.47,4.76,10.09,6.92
291,2006-10-19,10,6.20,13.90,10.06,9.14,17.51,13.34,3.26,10.29,6.79
292,2006-10-20,10,7.60,16.30,12.42,10.54,19.91,15.69,4.66,12.69,9.14
293,2006-10-21,10,12.40,18.70,15.42,15.34,22.31,18.70,9.46,15.09,12.15
294,2006-10-22,10,13.00,19.30,15.98,15.94,22.91,19.25,10.06,15.69,12.70
295,2006-10-23,10,15.10,20.10,16.88,18.04,23.71,20.15,12.16,16.49,13.60
296,2006-10-24,10,10.70,16.00,13.45,13.64,19.61,16.73,7.76,12.39,10.18
297,2006-10-25,10,12.40,18.90,15.12,15.34,22.51,18.39,9.46,15.29,11.84
298,2006-10-26,10,4.30,19.10,12.71,7.24,22.71,15.99,1.36,15.49,9.44
299,2006-10-27,10,-1.20,12.40,6.15,1.74,16.01,9.42,-4.14,8.79,2.87
300,2006-10-28,10,2.80,12.10,5.89,5.74,15.71,9.16,-0.14,8.49,2.61
301,2006-10-29,10,-0.70,7.10,3.40,2.24,10.71,6.67,-3.64,3.49,0.12
302,2006-10-30,10,5.10,13.00,9.62,8.04,16.61,12.89,2.16,9.39,6.34
303,2006-10-31,10,2.20,12.80,8.45,5.14,16.41,11.72,-0.74,9.19,5.17
304,2006-11-01,11,1.30,5.40,3.18,4.07,8.09,5.91,-1.47,2.71,0.45
305,2006-11-02,11,4.10,12.90,8.72,6.87,15.59,11.45,1.33,10.21,5.99
306,2006-11-03,11,6.50,14.30,10.83,9.27,16.99,13.56,3.73,11.61,8.10
307,2006-11-04,11,6.40,11.30,8.89,9.17,13.99,11.62,3.63,8.61,6.16
308,2006-11-05,11,5.50,13.30,10.05,8.27,15.99,12.78,2.73,10.61,7.32
309,2006-11-06,11,12.60,19.70,15.57,15.37,22.39,18.30,9.83,17.01,12.84
310,2006-11-07,11,14.80,18.70,15.71,17.57,21.39,18.44,12.03,16.01,12.98
311,2006-11-08,11,5.60,14.90,9.80,8.37,17.59,12.53,2.83,12.21,7.07
312,2006-11-09,11,4.60,9.70,7.04,7.37,12.39,9.77,1.83,7.01,4.31
313,2006-11-10,11,7.00,11.00,9.06,9.77,13.69,11.79,4.23,8.31,6.33
314,2006-11-11,11,8.60,14.70,12.29,11.37,17.39,15.02,5.83,12.01,9.56
315,2006-11-12,11,13.10,18.90,15.17,15.87,21.59,17.90,10.33,16.21,12.45
316,2006-11-13,11,11.80,17.60,14.71,14.57,20.29,17.44,9.03,14.91,11.98
317,2006-11-14,11,12.90,17.20,14.91,15.67,19.89,17.64,10.13,14.51,12.18
318,2006-11-15,11,8.10,15.30,11.64,10.87,17.99,14.37,5.33,12.61,8.91
319,2006-11-16,11,8.60,13.70,11.33,11.37,16.39,14.06,5.83,11.01,8.60
320,2006-11-17,11,-0.70,9.90,1.97,2.07,12.59,4.70,-3.47,7.21,-0.76
321,2006-11-18,11,-2.00,3.40,0.72,0.77,6.09,3.45,-4.77,0.71,-2.01
322,2006-11-19,11,2.50,6.40,4.29,5.27,9.09,7.02,-0.27,3.71,1.56
323,2006-11-20,11,0.40,3.90,1.62,3.17,6.59,4.35,-2.37,1.21,-1.10
324,2006-11-21,11,-3.90,-0.70,-2.65,-1.13,1.99,0.08,-6.67,-3.39,-5.37
325,2006-11-22,11,-5.50,-0.20,-3.21,-2.73,2.49,-0.48,-8.27,-2.89,-5.94
326,2006-11-23,11,-3.30,1.20,-1.71,-0.53,3.89,1.02,-6.07,-1.49,-4.44
327,2006-11-24,11,-1.90,2.80,-0.48,0.87,5.49,2.25,-4.67,0.11,-3.20
328,2006-11-25,11,0.10,5.90,3.59,2.87,8.59,6.32,-2.67,3.21,0.86
329,2006-11-26,11,2.90,5.90,4.87,5.67,8.59,7.60,0.13,3.21,2.14
330,2006-11-27,11,2.00,7.10,3.88,4.77,9.79,6.60,-0.77,4.41,1.15
331,2006-11-28,11,4.50,8.90,6.77,7.27,11.59,9.50,1.73,6.21,4.04
332,2006-11-29,11,8.50,11.90,10.01,11.27,14.59,12.74,5.73,9.21,7.28
333,2006-11-30,11,2.90,11.90,8.15,5.67,14.59,10.87,0.13,9.21,5.42
334,2006-12-01,12,-2.90,3.70,-1.10,0.39,6.49,1.94,-6.19,0.91,-4.13
335,2006-12-02,12,-5.90,-0.70,-2.31,-2.61,2.09,0.73,-9.19,-3.49,-5.35
336,2006-12-03,12,-7.00,-2.60,-4.90,-3.71,0.19,-1.87,-10.29,-5.39,-7.94
337,2006-12-04,12,-5.70,-1.60,-3.30,-2.41,1.19,-0.26,-8.99,-4.39,-6.34
338,2006-12-05,12,-3.40,1.30,-1.25,-0.11,4.09,1.78,-6.69,-1.49,-4.29
339,2006-12-06,12,-2.70,1.80,-0.65,0.59,4.59,2.38,-5.99,-0.99,-3.69
340,2006-12-07,12,-4.10,0.00,-2.59,-0.81,2.79,0.45,-7.39,-2.79,-5.63
341,2006-12-08,12,-6.30,-2.20,-4.24,-3.01,0.59,-1.20,-9.59,-4.99,-7.28
342,2006-12-09,12,-5.10,-1.40,-3.36,-1.81,1.39,-0.32,-8.39,-4.19,-6.40
343,2006-12-10,12,-5.20,-2.00,-3.77,-1.91,0.79,-0.73,-8.49,-4.79,-6.81
344,2006-12-11,12,-5.60,1.00,-2.68,-2.31,3.79,0.36,-8.89,-1.79,-5.72
345,2006-12-12,12,0.00,3.80,1.85,3.29,6.59,4.89,-3.29,1.01,-1.19
346,2006-12-13,12,-6.60,0.90,-4.06,-3.31,3.69,-1.02,-9.89,-1.89,-7.10
347,2006-12-14,12,-7.00,-4.10,-5.49,-3.71,-1.31,-2.45,-10.29,-6.89,-8.53
348,2006-12-15,12,-4.20,1.80,-1.54,-0.91,4.59,1.50,-7.49,-0.99,-4.58
349,2006-12-16,12,-0.10,3.10,1.51,3.19,5.89,4.55,-3.39,0.31,-1.53
350,2006-12-17,12,1.00,4.60,2.87,4.29,7.39,5.91,-2.29,1.81,-0.17
351,2006-12-18,12,-0.90,4.60,0.46,2.39,7.39,3.50,-4.19,1.81,-2.58
352,2006-12-19,12,-3.90,-0.10,-1.99,-0.61,2.69,1.05,-7.19,-2.89,-5.03
353,2006-12-20,12,-1.80,2.00,0.31,1.49,4.79,3.35,-5.09,-0.79,-2.73
354,2006-12-21,12,-0.80,3.20,1.13,2.49,5.99,4.17,-4.09,0.41,-1.91
355,2006-12-22,12,0.30,4.30,1.62,3.59,7.09,4.66,-2.99,1.51,-1.42
356,2006-12-23,12,-1.70,3.00,0.18,1.59,5.79,3.22,-4.99,0.21,-2.86
357,2006-12-24,12,-2.60,3.20,-0.19,0.69,5.99,2.85,-5.89,0.41,-3.23
358,2006-12-25,12,-1.60,1.30,-0.21,1.69,4.09,2.83,-4.89,-1.49,-3.25
359,2006-12-26,12,-0.90,5.10,1.86,2.39,7.89,4.90,-4.19,2.31,-1.18
360,2006-12-27,12,-0.40,6.70,2.40,2.89,9.49,5.44,-3.69,3.91,-0.64
